ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Character,Entry_IDS,Middle_Chinese_Forms,Old_Chinese_Forms,Glosses
word-ad-345,OldChinese,,*mr[o][r]ʔ,,,,勉,1172,mjenX,*mr[o][r]ʔ,
word-ad-346,OldChinese,,*[dz]ˤəʔ,,,,在,1176 1178,dzojX // (tsojH) // dzojX // (tsojH),*[dz]ˤəʔ // *[dz]ˤəʔ,
word-ad-347,OldChinese,,*Cə.lu[n]-s,,,,順,1184,zywinH,*Cə.lu[n]-s,
word-ad-348,OldChinese,,*Cə.panʔ,,,,返,1188,pjonX,*Cə.panʔ,
word-ad-349,OldChinese,,*[d]ewʔ,,,,詔,1194,tsyewX,*[d]ewʔ,
word-ad-350,OldChinese,,*kuj-s,,,,貴人,1197 1212,kjw+jH // nyin // kjw+jH // nyin,*kuj-s // *ni[ŋ] // *kuj-s // *ni[ŋ],
word-ad-351,OldChinese,,*[m-k-]rəp,,,,及,1198 1327,gip // gip,*[m-k-]rəp // *[m-k-]rəp,
word-ad-352,OldChinese,,*[k](r)aj *[m-s-]rəʔ,,,,奇士,1201,kje // dzriX,*[k](r)aj *[m-s-]rəʔ,
word-ad-353,OldChinese,,*nˤənʔ,,,,撚 ,1204,nenX,*nˤənʔ,
word-ad-354,OldChinese,,*[d]aŋ,,,,常,1209,dzyang,*[d]aŋ,
word-ad-355,OldChinese,,*t.qʰaʔ,,,,處,1214,tsyhoX,*t.qʰaʔ,
word-ad-356,OldChinese,,*mˤak,,,,莫,1230,mak,*mˤak,
word-ad-357,OldChinese,,*tˤaŋ-s,,,,當,1232,tangH,*tˤaŋ-s,
word-ad-358,OldChinese,,*pˤan,,,,班,1238 1268 1351,paen // paen // paen,*pˤan // *pˤan // *pˤan,
word-ad-359,OldChinese,,*Cə.[g]ˤaw-s,,,,號,1250,hawH,*Cə.[g]ˤaw-s,
word-ad-360,OldChinese,,*riŋ,,,,令,1251,leng // // // ljeng // // // ljengH // (ljen),*riŋ // *riŋ-s // *[r]ˤiŋ,
word-ad-361,OldChinese,,*mraŋ,,,,明日,1260 1279 1342,mjaeng // nyit // mjaeng // nyit // mjaeng // nyit,*mraŋ // *C.nik // *mraŋ // *C.nik // *mraŋ // *C.nik,
word-ad-362,OldChinese,,*[tsʰ]rək,,,,測,1263,tsrhik,*[tsʰ]rək,
word-ad-363,OldChinese,,*[d]ˤak,,,,度,1265,dak,*[d]ˤak,
word-ad-364,OldChinese,,*lˤep,,,,諜,1286,dep,*lˤep,
word-ad-365,OldChinese,,*mə.rˤək,,,,來,1288,loj,*mə.rˤək,
word-ad-366,OldChinese,,*kˤuk,,,,告,1289,kowk,*kˤuk,
word-ad-367,OldChinese,,*[r][a][n]ʔ,,,,輦,1297,ljenX,*[r][a][n]ʔ,
word-ad-368,OldChinese,,*[ts]ˤə,,,,災,1299,tsoj,*[ts]ˤə,
word-ad-369,OldChinese,,*Nə.tsˤuʔ,,,,早,1302 1307,tsawX // tsawX,*Nə.tsˤuʔ // *Nə.tsˤuʔ,
word-ad-370,OldChinese,,*bˤrak,,,,白徒,1306,baek // du,*bˤrak // *[d]ˤa,
word-ad-371,OldChinese,,*koŋ,,,,供,1309,kjowng,*koŋ,
word-ad-372,OldChinese,,*kˤak,,,,各,1311 1648,kak // kak,*kˤak // *kˤak,
word-ad-373,OldChinese,, *[ts]ˤə[ʔ]-s,,,,載,1312,tsojH, *[ts]ˤə[ʔ]-s // *[ts]ˤəʔ-s,
word-ad-374,OldChinese,,*[ts]ˤaŋ,,,,贓,1314,tsang,*[ts]ˤaŋ,
word-ad-375,OldChinese,,*pʰ(r)a,,,,敷,1318,phju,*pʰ(r)a,
word-ad-376,OldChinese,,*[k]ʷrə,,,,龜,1329,kwij,*[k]ʷrə,
word-ad-377,OldChinese,,*[d][e][t]-s,,,,筮,1330,dzyejH,*[d][e][t]-s,
word-ad-378,OldChinese,,*[d]ˤiw,,,,調,1335,dew // (trjuw),*[d]ˤiw,
word-ad-379,OldChinese,,*[k]ˤaʔ,,,,鼓,1337,kuX,*[k]ˤaʔ,
word-ad-380,OldChinese,,*lrit ,,,,屏,1339,yit,*lrit ,
word-ad-381,OldChinese,,*C.rˤaʔ,,,,虜,1341,luX,*C.rˤaʔ,
word-ad-382,OldChinese,,*[k]ˤ[a]m,,,,甘,1360 1410,kam // kam,*[k]ˤ[a]m // *[k]ˤ[a]m,
word-ad-383,OldChinese,,*nak,,,,若,1372,nyak // // // nyak,*nak,
word-ad-384,OldChinese,,*mˤuk-s,,,,冒,1377,mawH // (mok),*mˤuk-s,
word-ad-385,OldChinese,,*mə.kijʔ,,,,指,1386,tsyijX,*mə.kijʔ,
word-ad-386,OldChinese,,*səʔ,,,,葸,1387 1464,siX // siX,*səʔ // *səʔ,
word-ad-387,OldChinese,,*C.qʷʰar-s,,,,勸,1389,khjwonH,*C.qʷʰar-s,
word-ad-388,OldChinese,,*tək-s,,,,志,1391 1458 1563,tsyiH // tsyiH // tsyiH,*tək-s // *tək-s // *tək-s,
word-ad-389,OldChinese,,*loŋʔ,,,,甬,1392,yowngX,*loŋʔ,
word-ad-390,OldChinese,,*qʰ(r)əʔ,,,,喜,1394 1463,xiX // (xiH) // xiX // (xiH),*qʰ(r)əʔ // *qʰ(r)əʔ,
word-ad-391,OldChinese,,*m̥ˤaŋʔ,,,,慌,1396,xwangX,*m̥ˤaŋʔ,
word-ad-392,OldChinese,,*m̥ˤəʔ,,,,悔,1398 1467,xwojX // xwojX,*m̥ˤəʔ // *m̥ˤəʔ,
word-ad-393,OldChinese,,*[g](r)[o]m,,,,黔,1402,gjem,*[g](r)[o]m,
word-ad-394,OldChinese,,*l̥uʔ-s,,,,首,1403,syuwH,*l̥uʔ-s,
word-ad-395,OldChinese,,*kʰˤaʔ,,,,苦,1419 1473,khuX // (khuH) // khuX // (khuH),*kʰˤaʔ // *kʰˤaʔ,
word-ad-396,OldChinese,,*s-tʰok,,,,束,1431,syowk,*s-tʰok,
word-ad-397,OldChinese,,*Cə.[g]ˤ(r)oʔ,,,,厚,1433,huwX,*Cə.[g]ˤ(r)oʔ,
word-ad-398,OldChinese,,*[b]ˤak,,,,薄,1437,bak,*[b]ˤak,
word-ad-399,OldChinese,,*maŋ,,,,忘,1440,mjang,*maŋ,
word-ad-400,OldChinese,,*[r]aŋ,,,,良,1448 1450,ljang // ljang,*[r]aŋ // *[r]aŋ,
word-ad-401,OldChinese,,*ɢʷaŋʔ,,,,往,1452 1589,hjwangX // hjwangX,*ɢʷaŋʔ // *ɢʷaŋʔ,
word-ad-402,OldChinese,, *C.nəʔ,,,,耳,1455,nyiX, *C.nəʔ // *nəʔ,
word-ad-403,OldChinese,,*C.qʰ(r)əʔ,,,,起,1459 1562 1644,khiX // khiX // khiX,*C.qʰ(r)əʔ // *C.qʰ(r)əʔ // *C.qʰ(r)əʔ,
word-ad-404,OldChinese,,*loŋʔ,,,,勇,1460,yowngX,*loŋʔ,
word-ad-405,OldChinese,,*[n]a[n],,,,然後,1468,nyen // huwX,*[n]a[n] // *[ɢ]ˤ(r)oʔ,
word-ad-406,OldChinese,,*kˤoŋ,,,,攻,1481 1506 1513,kuwng // kuwng // kuwng,*kˤoŋ // *kˤoŋ // *kˤoŋ,
word-ad-407,OldChinese,,*pˤuʔ,,,,寶,1488,xwaH,*pˤuʔ,
word-ad-408,OldChinese,,*[ts]raʔ,,,,阻,1494,tsrjoX // (tsrjoH),*[ts]raʔ,
word-ad-409,OldChinese,,*loŋ-s,,,,用,1498,yowngH,*loŋ-s,
word-ad-410,OldChinese,,*kˤrij,,,,諧,1500,keaj,*kˤrij,
word-ad-411,OldChinese,,*kˤra,,,,家,1502,kae,*kˤra,
word-ad-412,OldChinese,,*ʔ(r)u,,,,忧,1504,juw,*ʔ(r)u,
word-ad-413,OldChinese,,*m-kˤa[r]-s,,,,捍,1545,hanH,*m-kˤa[r]-s,
word-ad-414,OldChinese,,*[k]ʷˤre-s,,,,絓,1552,kweaH,*[k]ʷˤre-s,
word-ad-415,OldChinese,,*[C.q]ʷˤək,,,,國,1556 1558,kwok // kwok,*[C.q]ʷˤək // *[C.q]ʷˤək,
word-ad-416,OldChinese,,*ta,,,,諸侯,1564,tsyo // (tsyae) // huw,*ta // *[g]ˤ(r)o,
word-ad-417,OldChinese,,*[C.k]ʷˤraʔ,,,,寡,1565,kwaeX,*[C.k]ʷˤraʔ,
word-ad-418,OldChinese,,*qʷʰˤar,,,,歡,1582,xwan,*qʷʰˤar,
word-ad-419,OldChinese,,*l̥ˤaj,,,,詑,1597,da,*l̥ˤaj,
word-ad-420,OldChinese,,*k-ʔujʔ,,,,鬼,1599,kjw+jX,*k-ʔujʔ,
word-ad-421,OldChinese,,*Cə.li[n],,,,神,1600 1601,zyin // zyin,*Cə.li[n] // *Cə.li[n],
word-ad-422,OldChinese,,*pəj,,,,非,1603,pj+j,*pəj,
word-ad-423,OldChinese,,*ɢʷij,,,,唯,1608 1695,ywij // (ywijX) // ywij // (ywijX),*ɢʷij // *ɢʷij,
word-ad-424,OldChinese,,*ɢʷaŋ-s,,,,王,1614,hjwangH,*ɢʷaŋ-s,
word-ad-425,OldChinese,,*ti[t]-s,,,,至,1615,tsyijH,*ti[t]-s,
word-ad-426,OldChinese,,*mˤat,,,,沫,1619,mat,*mˤat,
word-ad-427,OldChinese,,*[ɢ]ʷˤək,,,,或者,1625,hwok // tsyaeX,*[ɢ]ʷˤək // *tAʔ,
word-ad-428,OldChinese,,*kˤaʔ,,,,古,1658 1669 1674 1708,kuX // kuX // kuX // kuX,*kˤaʔ // *kˤaʔ // *kˤaʔ // *kˤaʔ,
word-ad-429,OldChinese,,*[k]ˤamʔ,,,,敢,1667 1703,kamX // kamX,*[k]ˤamʔ // *[k]ˤamʔ,
word-ad-430,OldChinese,,*koŋ,,,,恭,1681,kjowng,*koŋ,
word-ad-431,OldChinese,,*[g]r[a]mʔ,,,,儉,1682,gjemX,*[g]r[a]mʔ,
word-ad-432,OldChinese,,*kraw,,,,驕,1687,kjew,*kraw,
word-ad-433,OldChinese,,*l̥ˤa[t]-s,,,,泰,1688,thajH,*l̥ˤa[t]-s,
word-ad-434,OldChinese,,*[ɢ]ʷ(r)aʔ,,,,禹,1698,hjuX,*[ɢ]ʷ(r)aʔ,
word-ad-435,OldChinese,, *l̥ˤaŋ,,,,湯,1699,thang, *l̥ˤaŋ // *r̥ˤaŋ,
word-ad-436,OldChinese,, *m-[k]at,,,,桀,1700,gjet, *m-[k]at // *N-[k]at,
word-ad-437,OldChinese,,*[d]ruʔ,,,,紂,1701,drjuwX,*[d]ruʔ,
